[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Resveratrol.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may increase the thrombogenic activities of Human varicella-zoster immune globulin.]
[G03CA57, estrogens, conjugated (USP), Estradiol benzoate may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Ethambutol which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Fluticasone propionate.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Fluticasone furoate.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Fluticasone.]
[G03CA57, estrogens, conjugated (USP), The excretion of Fluvastatin can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Gadodiamide may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Ethinylestradiol can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Ibutilide which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Ethotoin can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Meloxicam may increase the thrombogenic activities of Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Etomidate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Etoposide can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Tacrolimus.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Terfenadine.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Trimetrexate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Bupropion which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Lithium carbonate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Fluvoxamine.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Tocainide can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Leuprolide may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may increase the thrombogenic activities of Muromonab.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Pravastatin.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Sodium aurothiomalate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Dextran.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Dexrazoxane which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Famotidine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The excretion of Aminohippuric acid can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Pyridoxine may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Levocarnitine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be increased when combined with Albendazole.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Fenfluramine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Fenoprofen may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Fentanyl which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Salbutamol which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Fibrinolysin.]
[G03CA57, estrogens, conjugated (USP), The excretion of Clofarabine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Cevimeline may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Flavoxate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Flecainide can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Floctafenine may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Fluconazole.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Flucytosine which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Fludrocortisone can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Flumazenil which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Flunarizine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Melitracen can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Ethanol can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Floxuridine which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Fluorouracil can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Fluoxetine.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Fluprednisolone can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Flurazepam which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Flurbiprofen may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Flutamide can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Folic acid may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Fosfomycin which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Framycetin may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Tegafur can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Darunavir.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Furosemide can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Eszopiclone which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Ganciclovir.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Gemfibrozil.]
[G03CA57, estrogens, conjugated (USP), Firocoxib may increase the thrombogenic activities of Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Telavancin which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Dasatinib can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Cafedrine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Butabarbital may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Glyburide can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Gliclazide can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Glipizide can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Dexmedetomidine.]
